time,open,high,low,close
858004200,80.9375,81.79687,79.0625,79.6875
858609000,79.25,80.10937,77.875,78.4375
859213800,78.5,79.96875,76.15625,77
859818600,75.6875,76.1875,74.15625,75.84375
860419800,76.1875,77.04687,73.375,73.375
861024600,73.73437,77,73.3125,76.5625
861629400,76.75,78.28125,75.46875,76.53125
862234200,76.5,81.67187,76.375,81.4375
862839000,81.65625,83.5625,81.1875,82.625
863443800,82.9375,84.59375,82.875,83.21875
864048600,83.3125,85.21875,82.75,84.78125
864653400,84.375,85.5625,83.125,85.15625
865258200,85.34375,86.4375,84.07812,86.375
865863000,86.4375,90,86.34375,89.71875
866467800,89.75,90.5,88.9375,89.57812
867072600,89.40625,90.25,87.34375,88.90625
867677400,88.90625,92.15625,87.875,92.0625
868282200,92.375,92.5,90.03125,91.78125
868887000,91.89062,94.09375,91.0625,91.29687
869491800,91.28125,94.8125,90.6875,94.03125
870096600,94.25,96.03125,93.42187,94.9375
870701400,94.78125,96.625,92.40625,93.375
871306200,93.75,94.54687,89.625,89.78125
871911000,90.375,94.3125,89.34375,92.5625
872515800,92.78125,93.40625,89.71875,90.375
873120600,90.6875,94.4375,90.59375,93.14062
873725400,93.71875,94.28125,90.25,92.65625
874330200,92.65625,96.375,92.1875,95.03125
874935000,95.5,96.20312,93.625,94.46875
875539800,94.5,97.75,94.15625,96.64062
876144600,97.3125,98.5,96.21875,96.875
876749400,97.34375,97.54687,93,94.28125
877354200,94.84375,97.5,93.67187,94
877962600,93.01562,93.9375,84.375,92.0625
878567400,93.1875,95.28125,91.4375,92.9375
879172200,93.625,93.84375,90.09375,93.0625
879777000,94.375,96.8125,93.6875,96.75
880381800,96,96.34375,94.625,95.625
880986600,96.21875,99,96.03125,98.9375
881591400,98.96875,99,94.90625,95.75
882196200,96.25,97.875,92.375,94.78125
882801000,95.4375,95.90625,93.25,93.78125
883405800,94.59375,97.65625,94.4375,97.5625
884010600,97.84375,98.4375,91.90625,92.3125
884615400,91.125,96.6875,90.90625,96.3125
885220200,96.6875,98.01562,95,95.9375
885825000,96.375,99.5625,95.40625,98.3125
886429800,99.90625,101.625,99.71875,101.625
887034600,101.71875,102.9375,100.71875,102
887639400,102.8125,103.71875,102.15625,103.65625
888244200,104.25,105.53125,102.9375,105.125
888849000,105.25,105.9375,103.15625,105.9375
889453800,105.53125,108,105.25,107.09375
890058600,107.84375,110.1875,107.53125,109.875
890663400,109.71875,111.53125,109,109.625
891268200,109.625,112.8125,108.96875,112.59375
891869400,113.25,113.375,109.75,111.1875
892474200,111.375,112.4375,110,112.28125
893079000,112,113.4375,110.34375,110.8125
893683800,109.375,112.59375,107.625,112.59375
894288600,112.71875,113.3125,109.34375,111.125
894893400,111.5625,112.6875,110.34375,111.03125
895498200,110.71875,112.78125,109.82812,111.25
896103000,112.09375,112.09375,107.57812,109.03125
896707800,108.96875,112,107.875,112
897312600,111.9375,113.0625,108.25,110.4375
897917400,108.8125,111.78125,107.5,110.0625
898522200,110.25,114.4375,110.0625,113.6875
899127000,114.25,114.9375,113.0625,114.84375
899731800,114.78125,116.9375,114.5625,116.46875
900336600,116.5625,119,116.0625,118.5625
900941400,118.75,119.23437,112.875,114.09375
901546200,113.625,115,111.3125,111.78125
902151000,111.78125,112.42187,105.59375,109.125
902755800,108.75,109.65625,105.5,106.125
903360600,106,111.09375,105.5,108.5625
903965400,109.25,111.25,102.15625,103.375
904570200,103.75,104.01562,93.625,97.75
905175000,100.875,103.125,96.8125,101.6875
905779800,102.875,105.25,101.09375,102.09375
906384600,99.625,107,98.9375,104.25
906989400,105.3125,106.3125,97.21875,100.71875
907594200,99.59375,101.28125,92.21875,98.53125
908199000,100.625,107.25,98.75,106
908803800,105.6875,108.79687,105.5,106.84375
909412200,107.71875,110.90625,106.03125,110
910017000,110.8125,114.5625,110.1875,114.125
910621800,113.9375,114.25,111.6875,113.21875
911226600,114.21875,116.75,112.89062,116.625
911831400,117.46875,119.71875,117.15625,119.5
912436200,119.01562,119.375,115.09375,118.375
913041000,118.0625,119.75,115.5625,117.125
913645800,116.15625,119.125,113.75,118.5
914250600,119.25,123.25,119,122.6875
914855400,123.25,124.75,122,123.3125
915460200,123.375,128.29687,121.71875,127.75
916065000,127.6875,127.6875,120.375,124.375
916669800,125.29687,127.9375,121.78125,122.5625
917274600,123.28125,128.29687,121.90625,127.65625
917879400,128.6875,128.6875,123.21875,124.0625
918484200,125.09375,126.09375,121.32812,123.625
919089000,124.75,125.75,122.21875,124.25
919693800,124.4375,128.84375,122.6875,123.5625
920298600,123.65625,128.125,121.78125,127.54687
920903400,128.28125,131.1875,127.25,129.375
921508200,129.9375,132.625,129.5,129.6875
922113000,130.0625,130.59375,125.625,128.5625
922717800,129.15625,131.60937,128.125,129.34375
923319000,130.9375,135.5,130.25,134.875
923923800,133.46875,136.46875,131,131.53125
924528600,132.6875,136.75,128.375,135.8125
925133400,136.5,137.5,131.5,133.25
925738200,133.4375,135.84375,131.84375,135
926343000,134.84375,138,131.5,133.78125
926947800,133.625,135.59375,130.0625,133.34375
927552600,133.84375,133.84375,128,130.20312
928157400,130.125,133.35937,128.01562,133.21875
928762200,133.4375,134.1875,129.09375,129.8125
929367000,130.6875,135.5625,129.54687,134.3125
929971800,134.46875,135.25,130.65625,131.70312
930576600,132.6875,139.5,132.5,139.40625
931181400,139.25,140.75,138.51562,140.5
931786200,140.9375,142.15625,138.65625,141.8125
932391000,142.1875,142.25,135.125,135.75
932995800,134.875,137.3125,132.5625,132.75
933600600,132.75,134.75,128.84375,130.375
934205400,130.59375,133.25,127,133.15625
934810200,133.125,134.84375,131.6875,133.90625
935415000,134.8125,138.78125,134.65625,135.0625
936019800,135.34375,136.5,130.65625,135.96875
936624600,136.0625,136.625,133.6875,135.875
937229400,135.125,135.46875,130.3125,133.75
937834200,133.9375,134,126.3125,127.75
938439000,128.75,129.75,125.5625,128.46875
939043800,129.1875,133.875,128.6875,133.875
939648600,133.59375,134.125,124.5,124.875
940253400,124.9375,131.21875,123.4375,130.09375
940858200,129.3125,137.6875,127.8125,137
941466600,136.5,139.10937,134.59375,137.875
942071400,137,139.98437,136.07812,139.75
942676200,139.84375,143,139.40625,142.49609
943281000,142.4375,143,140,141.375
943885800,140.875,145.34375,139,143.84375
944490600,143.53125,143.71875,139.375,141.875
945095400,141.4375,143.3125,140.03125,142.6875
945700200,142.5625,146.48437,141.09375,146.48437
946305000,146.5,147.5625,145.0625,146.875
946909800,148.25,148.25,137.25,145.75
947514600,146.25,147.46875,142.875,146.96875
948205800,145.34375,146.96875,143.8125,144.4375
948724200,145.65625,145.84375,135.53125,135.875
949329000,135.8125,144,135,142.59375
949933800,142.5625,144.5625,138.03125,138.6875
950538600,139.78125,141.21875,134.625,135.3125
951229800,135.1875,137.46875,133.09375,133.32812
951748200,133.375,141.71875,132.71875,141.125
952353000,140.8125,142,135.03125,140.1875
952957800,136.6875,148,136.0625,146.9375
953562600,146.875,155.75,144.5,153.5625
954167400,153.375,153.78125,147.125,150.375
954768600,150.125,153,141.39062,151.4375
955373400,151.75,153.10937,133.5,138.375
955978200,135.1875,145.125,134.6875,143.8125
956583000,141.5,148.75,140.5,145.09375
957187800,146.5625,148.48437,139.78125,143.53125
957792600,142.75,143.46875,137.75,142.8125
958397400,142.75,147.71875,140.40625,141.125
959002200,141.25,141.8125,136.5,138
959693400,140,149.09375,139.46875,147.84375
960211800,147.46875,148.21875,145.625,146.59375
960816600,146.96875,148.875,144.625,146.59375
961421400,146.46875,149.15625,143.875,144.375
962026200,145.375,146.98437,143.51562,145.28125
962631000,145.4375,148.78125,144.21875,148.09375
963235800,147.875,151.25,147.15625,151.25
963840600,150.98437,151.98437,147.6875,147.6875
964445400,148.125,148.85937,141.51562,142.09375
965050200,142.9375,146.71875,142.0625,146.375
965655000,146.71875,149.21875,145.5625,147.32812
966259800,147.78125,150.4375,147.0625,149.6875
966864600,150.03125,151.625,149.28125,151.25
967469400,151.25,153.59375,150.34375,152.375
968160600,151.875,152.20312,149.32812,149.8125
968679000,149.75,151.1875,146.03125,146.09375
969283800,146.375,146.96875,142.42187,145.28125
969888600,145.9375,146.32812,142.125,143.625
970493400,144.28125,145.75,139.75,141.0625
971098200,141.3125,141.3125,132.78125,137.5625
971703000,137.40625,141.1875,130.15625,139.90625
972307800,139.9375,141.9375,134.03125,139.28125
972916200,138.4375,143.90625,138.15625,142.78125
973521000,143.15625,144.29687,136.53125,136.625
974125800,135.625,140.10937,133.01562,136.64062
974730600,135.75,136.375,132.125,134.84375
975335400,136.46875,136.6875,129.75,132.21875
975940200,131.875,139.125,131.5,133.96875
976545000,137.375,139.5625,130.5625,130.96875
977149800,132.0625,134.96875,125.53125,130.9375
977841000,130.84375,134.28125,130.28125,131.1875
978445800,132,136,127.5625,129.1875
978964200,129.875,133.71875,127.6875,132
979655400,132,136.1875,131.51562,134.01562
980173800,134.25,137.3125,133.5625,135.875
980778600,135.5,138.7,134.75,134.8
981383400,134.8,136.7,131.25999,131.84
981988200,131.7,134.17,129.3,130.39999
982679400,131.03999,131.14,121.8,124.96001
983197800,125.8,127.84,121.75,123.61
983802600,124.14999,127.75,123.11,123.36
984407400,122.34,122.5,114.81,115.00999
985012200,115.75999,118.46001,108.03999,114.48
985617000,115.7,118.64999,109.34,116.69
986218200,116.3,117.38,109.3,113.3
986823000,114,118.99001,112.78,118.85001
987427800,118.28999,126,116.91,124.5
988032600,123.64999,125.84,120.95,125.78
988637400,126.45,127.69,123.44,127.34
989242200,126.86,127.5,124.39999,125.14999
989847000,124.89999,130.08,124.46001,129.74001
990451800,129.84,132.09,127.89999,128.10001
991143000,128.226,128.35001,125,126.73
991661400,126.8,129.23,126.08,127
992266200,126.71001,126.99001,120.39999,121.85001
992871000,121.64999,124.31,120.89,122.85001
993475800,123.28,124.00999,120.571,122.60001
994080600,122.8,124.32001,119.05,119.05
994685400,119.491,122.32001,117.09,122.24001
995290200,121.77,122.98,119.83,121.34
995895000,121.8,121.88,116.75,120.81
996499800,121.19,123.25,120.3,121.94
997104600,121.35001,121.50999,117.34,119.28999
997709400,119.60001,120.35001,116.00999,116.75
998314200,116.8,119.13,115.78,119.02
998919000,118.97,119.2,112.03999,114.14999
999610200,113.85001,116.17,108.63,108.72
1000128600,107.7,110.35001,107.7,110.05
1000733400,101,106.39999,93.8,97.28
1001338200,99.729,109.92,99.06,104.44
1001943000,103.89999,108.97,102.83,107.23
1002547800,106.27901,110.3,105.52,109.5
1003152600,108.63,111.14999,106.00999,107.35001
1003757400,107.3,111.78999,106.74001,110.32001
1004365800,110.16,110.55,105.56,109.25
1004970600,110.12,114.08,109.85001,112.72
1005575400,111,115.39999,110,114.36
1006180200,114.92,115.85001,113.50999,115.67999
1006785000,115.75,116.89999,113,114.05
1007389800,113.64999,118,113.00999,116.56
1007994600,115.85001,116.39,112,113.13
1008599400,112.99001,115.92,112.89999,114.95
1009204200,114.83,116.75,114.61,116
1009809000,116.14999,117.98,113.81,117.62
1010413800,117.7,117.99001,114.7,114.94
1011018600,114.64999,115.39,112.67,113.14999
1011709800,113.75,114.25,112.02,113.55
1012228200,113.89999,114.19,108.39999,112.64999
1012833000,112.23,112.23,108,110.09
1013437800,110.05,112.97,109.82001,110.89
1014129000,110.14999,110.63,107.82001,109.64
1014647400,109.748,113.85001,109.7,113.74001
1015252200,113.901,117.907,113.64999,116.99001
1015857000,116.89101,117.89999,115.63,116.64999
1016461800,117.10001,117.74001,114.12,115.03999
1017066600,115.091,115.77,113.3,114.52
1017671400,114.23,115.10001,112.16,112.69
1018272600,111.32001,113.53999,110.03999,111.42
1018877400,111.62,113.67,110.2,112.88
1019482200,112.38,112.42999,107.28999,107.39
1020087000,107.931,109.91,106.63,107.58
1020691800,107.647,109.36,104.89999,105.72
1021296600,106.22,111.25,105.799,110.89999
1021901400,110.64,110.69,108,108.69
1022592600,109.05,109.13,105.89999,107.22
1023111000,107.09,107.60001,101.72,103.34
1023715800,103.243,104.53999,98.5,101.39999
1024320600,101.92101,105.03,98.687,99.28
1024925400,98.61,100.89,95.19501,98.96001
1025530200,99.187,99.8,93.72701,99.31
1026135000,98.98,99.7,90.32001,91.85001
1026739800,91.64301,93.3,84.3,84.71001
1027344600,84.10699,85.92999,77.67999,85.60001
1027949400,87.508,91.55,85.62,86.78999
1028554200,86.498,91.94,83.55,91.28999
1029159000,89.99699,94.08,88.02,93.22
1029763800,93.46001,97.14999,93.10001,94.60001
1030368600,94.91,96.25,90.81,91.78
1031059800,90.735,91,87.5,90
1031578200,89.10001,93.33,88.25,89.67
1032183000,89.317,91.19,84.05,84.35001
1032787800,83.64999,85.97,81.85001,82.75
1033392600,82,85.77,79.58,80.8
1033997400,80.065,84.73,77.07001,84.16
1034602200,83.2,89.3,83.03999,88.64
1035207000,88.121,90.89999,87.57001,90.2
1035815400,91.14999,91.28999,87,90.27
1036420200,91.8,93.07001,89.52,89.64999
1037025000,89.515,91.55,87.45,91.39999
1037629800,92.14999,94.27,89.75999,93.42
1038234600,93.42999,94.95,91.62,93.98
1038839400,95.47,96.05,89.98,92.03
1039444200,91.07001,91.62,89.27,89.34
1040049000,89.82001,91.78999,88.60001,89.99001
1040653800,89.59,90.61,87.38,87.38
1041258600,87.797,91.38699,87.11,91.35001
1041863400,91.24001,93.64,91.05,93.06
1042468200,93.53999,93.86,90.14999,90.66
1043159400,90.87,90.92,86.17,86.38
1043677800,85.73,87.17999,84.14999,86.06
1044282600,86.14,86.817,82.97,83.42
1044887400,83.466,84.707,81,84.14999
1045578600,84.53,85.8,83.46001,85.17999
1046097000,84.92999,85.23,82.22,84.89999
1046701800,85.25999,85.78,81.42999,83.32001
1047306600,82.60001,84.77,79.383,84.13
1047911400,83.46001,89.88,83.22,89.67
1048516200,88.02,88.25999,85.99001,86.71001
1049121000,85.35001,88.99001,84.39999,88.22
1049722200,90.34,90.85001,85.71001,87.14999
1050327000,87.47,90.06599,87,89.56
1050931800,89.86,92.35001,88.89,90.23
1051536600,90.44,93.47,90.3,93.21001
1052141400,93.47,94.38,92.28,93.73
1052746200,93.5,95.45,93.28,94.87
1053351000,94.14999,94.8905,91.597,93.75999
1054042200,93.3,97.09,93.17999,96.95
1054560600,97.53,101.39999,96.67,99.25999
1055165400,98.769,100.89999,97.77,99.56
1055770200,99.96001,102.179,99.42,99.44
1056375000,99.45,99.66,96.96001,97.66
1056979800,98.22,99.85001,96.42999,98.74001
1057584600,99.653,101.39999,98.63,100.24001
1058189400,101.2,101.89999,98.16,99.50999
1058794200,99.45,100.34,97.85001,100.23
1059399000,100.37,100.98,98.24001,98.50999
1060003800,98.31,99,96.34,98.28
1060608600,98.25999,99.849,97.84,99.62
1061213400,99.92999,101.81799,99.73,99.77
1061818200,99.71001,101.48,98.83,101.44
1062509400,101.64,103.7,101.05,102.83
1063027800,103.03999,103.88,101.35001,102.45
1063632600,102.52,104.7,101.95,103.67
1064237400,102.85001,103.28999,99.84599,99.95
1064842200,100.3,104.28,99.25,103.39
1065447000,103.48199,105.22,102.91,104.57001
1066051800,104.715,105.89,103.98,104.25999
1066656600,104.44701,105.28,102.17999,103.58
1067265000,103.74001,105.97,103.27,105.3
1067869800,105.75,106.72,104.89999,105.61
1068474600,105.74001,106.95,104.8,105.46001
1069079400,104.91,105.45,103.62,104.21001
1069684200,104.69,106.66,104.67999,106.45
1070289000,106.92999,108.08,106.62,106.85001
1070893800,106.74001,108.2,105.96001,108.14
1071498600,109.17,109.73,107.48,108.89999
1072103400,108.83,110.08,108.78,109.7
1072708200,110.10001,112.19,109.7843,111.23
1073313000,111.78,113.5,111.59,112.39
1073917800,112.55,114.31,111.75999,114.23
1074609000,114.53,115.38,113.72,114.42999
1075127400,114.44,116.5,112.56,113.48
1075732200,113.7,114.7,112.78,114.45
1076337000,114.67,116.39,114.17,115.13
1077028200,115.85001,116.60001,114.32001,114.88
1077546600,115.22,115.74001,113.89999,115.02
1078151400,115.42999,116.97,114.92,116.38
1078756200,116.34,116.62,111.10001,112.58
1079361000,112.27,113.27,110.84,111.06
1079965800,110.53999,111.78999,108.85001,111.03
1080570600,111.63,114.84,111.58,114.64
1081171800,114.46001,115.41,113.74001,114.37
1081776600,114.58,115.3,112.36,113.83
1082381400,113.57001,114.67,111.78,114.36
1082986200,114.5,115.12,110.89999,110.96001
1083591000,111.37,113.25999,109.96001,109.96001
1084195800,109.44,110.81,108.06,110.03999
1084800600,108.89,111.17999,108.41,109.81
1085405400,110.53,113.03,109.60001,112.86
1086096600,112.46001,113.58,111.87,112.98
1086615000,113.5,114.92,113.42,114.35001
1087219800,113.82001,114.44501,112.87,113.63
1087824600,113.75,114.94,112.67,113.84
1088429400,114.53,114.78999,112.58,112.88
1089120600,112.37,112.57001,111.2,111.73
1089639000,111.52,112.39,110.44,110.71001
1090243800,110.75,112.06,108.69,108.96001
1090848600,109.21001,110.89999,108.21001,110.84
1091453400,110.19,113.61,106.62,106.85001
1092058200,107.02,108.41,106.59,107.19
1092663000,107.14,110.63,107.10001,110.48
1093267800,110.55,111.63,109.85001,111.45
1093872600,111.23,112.82001,110.10001,112.12
1094563800,112.53999,113.27,112.03,113.06
1095082200,113.31,113.74001,112.67999,113.14999
1095687000,112.67,113.47,110.95,111.46001
1096291800,111.10001,113.64999,110.41,113.64999
1096896600,114.09,114.67999,112.35001,112.50999
1097501400,112.78,113.07001,110.57001,111.25999
1098106200,110.89,112.23,109.75,109.99001
1098711000,109.75,113.64,109.35001,113.2
1099319400,113.56,117.64,113.2,117.28
1099924200,116.98,119,116.72,118.78999
1100529000,118.5,119.14,117.14,117.42
1101133800,117.17,118.98,117.03,118.35001
1101738600,118.78999,120.14,117.48,119.25
1102343400,119.21001,119.64,117.73,119.33
1102948200,119.75999,121.24001,119.16,119.44
1103553000,119.75,121.28,119.07001,120.77
1104157800,121.2,121.66,120.39,120.87
1104762600,121.56,121.75999,118,118.44
